stdio    D         file_stdio.c:109  file_stdio_fopen                 [   0.00000] opening C:\Users\user\Desktop\Tower\bin\Debug\allegro5.cfg r
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   3.35721] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   3.35725] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   4.64149] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   4.64157] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   6.43463] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   6.43473] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   6.44204] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   6.44210] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   6.44996] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   6.45002] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   6.45763] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   6.45770] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   6.47448] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   6.47457] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   6.48342] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   6.48350] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   6.48948] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   6.48955] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   6.49936] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   6.49943] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   6.50653] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   6.50662] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   6.51473] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   6.51480] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   6.52902] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   6.52909] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   6.54692] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   6.54700] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   6.55447] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   6.55458] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   6.56202] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   6.56209] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   6.57079] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   6.57089] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   6.57707] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   6.57714] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   6.58559] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   6.58568] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   6.59318] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   6.59325] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   6.60226] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   6.60236] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   6.61049] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   6.61055] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   6.61761] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   6.61768] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.71074] removed dtor for timer 0000000004A8CD50
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.71076] removed dtor for queue 0000000004A952B0
d3d      I         d3d_disp.cpp:901  d3d_destroy_display              [   9.71079] destroying display 0000000000EC93E0 (current 0000000000000000)
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [   9.71479] converting display bitmap 0000000004B0BF80 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [   9.71483] added dtor for bitmap 0000000004A98440, func 0000000061AC1C43
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   9.71485] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   9.71486] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.73402] removed dtor for bitmap 0000000004A98440
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [   9.73724] converting display bitmap 0000000004B082A0 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [   9.73731] added dtor for bitmap 0000000004A98440, func 0000000061AC1C43
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   9.73733] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   9.73734] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.74162] removed dtor for bitmap 0000000004A98440
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [   9.74247] converting display bitmap 0000000004A986A0 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [   9.74250] added dtor for bitmap 0000000004A98440, func 0000000061AC1C43
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   9.74251] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   9.74252] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.74322] removed dtor for bitmap 0000000004A98440
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [   9.74328] converting display bitmap 0000000004A982B0 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [   9.74329] added dtor for bitmap 0000000004A98440, func 0000000061AC1C43
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   9.74332] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   9.74332] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.74400] removed dtor for bitmap 0000000004A98440
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [   9.74405] converting display bitmap 0000000004A95380 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [   9.74406] added dtor for bitmap 0000000004A98440, func 0000000061AC1C43
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   9.74408] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   9.74409] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.74476] removed dtor for bitmap 0000000004A98440
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [   9.74489] converting display bitmap 0000000004A991F0 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [   9.74491] added dtor for bitmap 0000000004A98440, func 0000000061AC1C43
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   9.74492] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   9.74493] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.74643] removed dtor for bitmap 0000000004A98440
d3d      D         d3d_disp.cpp:885  d3d_destroy_display_internals    [   9.74667] waiting for display 0000000000EC93E0's thread to end
d3d      W         d3d_disp.cpp:595  d3d_destroy_device               [   9.83814] d3d_destroy_device: ref count not 0
d3d      I         d3d_disp.cpp:1549 d3d_display_thread_proc          [   9.85203] d3d display thread exits
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.85477] removed dtor for bitmap 0000000004A982B0
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.85610] removed dtor for bitmap 0000000004A986A0
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.85741] removed dtor for bitmap 0000000004A991F0
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.85904] removed dtor for bitmap 0000000004A95380
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86119] removed dtor for ttf_font 0000000004A34290
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86630] removed dtor for ttf_font 0000000004A33FC0
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86711] removed dtor for sample_instance 0000000000E49F50
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86714] removed dtor for sample_instance 0000000000E4A070
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86715] removed dtor for sample_instance 0000000000E4A480
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86717] removed dtor for sample_instance 0000000000F9EC90
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86718] removed dtor for sample_instance 0000000000F9EE00
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86719] removed dtor for sample_instance 0000000000E565C0
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86720] removed dtor for sample_instance 0000000000E566E0
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86721] removed dtor for sample_instance 0000000000E56800
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86722] removed dtor for sample_instance 0000000000E569B0
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86724] removed dtor for sample_instance 0000000000E56AD0
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86725] removed dtor for sample_instance 0000000000E56BF0
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86726] removed dtor for sample_instance 0000000000E56D10
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86727] removed dtor for sample_instance 0000000000E56E30
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86728] removed dtor for sample_instance 0000000000E57760
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86730] removed dtor for sample_instance 0000000000E58530
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86731] removed dtor for sample_instance 0000000000E57E70
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86732] removed dtor for sample_instance 0000000000E578D0
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86733] removed dtor for sample_instance 0000000000E580B0
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86734] removed dtor for sample_instance 0000000000E58650
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86735] removed dtor for sample_instance 0000000000E581D0
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86736] removed dtor for sample_instance 0000000000E582F0
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86738] removed dtor for sample_instance 0000000000E579F0
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86739] removed dtor for sample_instance 0000000000E57F90
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86740] removed dtor for sample_instance 0000000000E57B10
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86741] removed dtor for sample_instance 0000000000E57C30
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86742] removed dtor for sample_instance 0000000000E58410
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86743] removed dtor for sample_instance 0000000000E57D50
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86749] removed dtor for sample_instance 0000000000E59930
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86750] removed dtor for sample_instance 0000000000E5AD70
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86751] removed dtor for sample_instance 0000000000E59810
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86752] removed dtor for sample_instance 0000000000E59DB0
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86753] removed dtor for sample_instance 0000000000E5A590
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86754] removed dtor for sample_instance 0000000000E58F10
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86755] removed dtor for sample_instance 0000000000E596F0
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86756] removed dtor for sample_instance 0000000000E5A7D0
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86757] removed dtor for sample_instance 0000000000E5A6B0
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86759] removed dtor for sample_instance 0000000000E595D0
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86760] removed dtor for sample_instance 0000000000E5AB30
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86761] removed dtor for sample_instance 0000000000E59030
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86762] removed dtor for sample_instance 0000000000E5A8F0
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86763] removed dtor for sample_instance 0000000000E59A50
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86764] removed dtor for sample_instance 0000000000E5A110
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86765] removed dtor for sample_instance 0000000000E594B0
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86766] removed dtor for sample_instance 0000000000E5AC50
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86768] removed dtor for sample_instance 0000000000E5AA10
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86769] removed dtor for sample_instance 0000000000E5A230
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86770] removed dtor for sample_instance 0000000000E5A350
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86771] removed dtor for sample_instance 0000000000E59150
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86772] removed dtor for sample_instance 0000000000E59270
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86773] removed dtor for sample_instance 0000000000E59B70
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86774] removed dtor for sample_instance 0000000000E59C90
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86776] removed dtor for sample_instance 0000000000E59390
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86777] removed dtor for sample_instance 0000000000E59ED0
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86778] removed dtor for sample_instance 0000000000E59FF0
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86779] removed dtor for sample_instance 0000000000E5A470
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86780] removed dtor for sample_instance 0000000000E5D530
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86781] removed dtor for sample_instance 0000000000E5D0B0
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86782] removed dtor for sample_instance 0000000000E5CE70
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86783] removed dtor for sample_instance 0000000000E5C9F0
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86785] removed dtor for sample_instance 0000000000E5CB10
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86787] removed dtor for sample_instance 0000000000E5BFD0
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86788] removed dtor for sample_instance 0000000000E5C0F0
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86790] removed dtor for sample_instance 0000000000E5C450
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86791] removed dtor for sample_instance 0000000000E5D1D0
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86793] removed dtor for sample_instance 0000000000E5C690
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86795] removed dtor for sample_instance 0000000000E5C570
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86796] removed dtor for sample_instance 0000000000E5CD50
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86797] removed dtor for sample_instance 0000000000E5D2F0
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86799] removed dtor for sample_instance 0000000000E5BEB0
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86800] removed dtor for sample_instance 0000000000E5CC30
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86801] removed dtor for sample_instance 0000000000E5CF90
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86802] removed dtor for sample_instance 0000000000E5BB50
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86804] removed dtor for sample_instance 0000000000E5C7B0
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86805] removed dtor for sample_instance 0000000000E5D410
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86807] removed dtor for sample_instance 0000000000E5D770
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86808] removed dtor for sample_instance 0000000000E5C210
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86809] removed dtor for sample_instance 0000000000E5D650
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86810] removed dtor for sample_instance 0000000000E5C330
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86811] removed dtor for sample_instance 0000000000E5C8D0
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86812] removed dtor for sample_instance 0000000000E5D9B0
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86813] removed dtor for sample_instance 0000000000E5D890
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86814] removed dtor for sample_instance 0000000000E5BC70
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86815] removed dtor for sample_instance 0000000000E5BD90
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86816] removed dtor for sample_instance 0000000000E600F0
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86818] removed dtor for sample_instance 0000000000E60330
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86819] removed dtor for sample_instance 0000000000E5F7F0
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86820] removed dtor for sample_instance 0000000000E5F6D0
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86821] removed dtor for sample_instance 0000000000E5F5B0
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86822] removed dtor for sample_instance 0000000000E5F490
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86823] removed dtor for sample_instance 0000000000E5F130
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86824] removed dtor for sample_instance 0000000000E5F250
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86825] removed dtor for sample_instance 0000000000E5F910
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86826] removed dtor for sample_instance 0000000000E60450
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86827] removed dtor for sample_instance 0000000000E60570
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86829] removed dtor for sample_instance 0000000000E609F0
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86830] removed dtor for sample_instance 0000000000E5F370
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86831] removed dtor for sample_instance 0000000000E60690
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86832] removed dtor for sample_instance 0000000000E608D0
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86833] removed dtor for sample_instance 0000000000E60210
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86835] removed dtor for sample_instance 0000000000E5FA30
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86844] removed dtor for sample_instance 0000000000E5FB50
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86846] removed dtor for sample_instance 0000000000E5EEF0
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86847] removed dtor for sample_instance 0000000000E607B0
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86848] removed dtor for sample_instance 0000000000E5EB90
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86849] removed dtor for sample_instance 0000000000E5FC70
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86850] removed dtor for sample_instance 0000000000E5FD90
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86853] removed dtor for sample_instance 0000000000E5ECB0
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86854] removed dtor for sample_instance 0000000000E5EDD0
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86855] removed dtor for sample_instance 0000000000E5FEB0
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86856] removed dtor for sample_instance 0000000000E5FFD0
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86857] removed dtor for sample_instance 0000000000E5F010
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86858] removed dtor for sample_instance 0000000000E62EB0
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86859] removed dtor for sample_instance 0000000000E62C70
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86860] removed dtor for sample_instance 0000000000E62B50
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86861] removed dtor for sample_instance 0000000000E615F0
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86862] removed dtor for sample_instance 0000000000E61950
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86863] removed dtor for sample_instance 0000000000E62490
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86864] removed dtor for sample_instance 0000000000E625B0
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86865] removed dtor for sample_instance 0000000000E62910
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86866] removed dtor for sample_instance 0000000000E62250
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86868] removed dtor for sample_instance 0000000000E62A30
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86870] removed dtor for sample_instance 0000000000E62130
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86871] removed dtor for sample_instance 0000000000E62D90
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86872] removed dtor for sample_instance 0000000000E61B90
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86873] removed dtor for sample_instance 0000000000E614D0
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86873] removed dtor for sample_instance 0000000000E61710
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86874] removed dtor for sample_instance 0000000000E61CB0
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86875] removed dtor for sample_instance 0000000000E62FD0
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86876] removed dtor for sample_instance 0000000000E61830
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86877] removed dtor for sample_instance 0000000000E630F0
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86878] removed dtor for sample_instance 0000000000E61A70
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86879] removed dtor for sample_instance 0000000000E61DD0
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86880] removed dtor for sample_instance 0000000000E61EF0
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86881] removed dtor for sample_instance 0000000000E63210
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86882] removed dtor for sample_instance 0000000000E613B0
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86883] removed dtor for sample_instance 0000000000E62010
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86884] removed dtor for sample_instance 0000000000E626D0
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86885] removed dtor for sample_instance 0000000000E62370
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86886] removed dtor for sample_instance 0000000000E627F0
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86887] removed dtor for sample_instance 0000000000E65FE0
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86889] removed dtor for sample_instance 0000000000E65920
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86890] removed dtor for sample_instance 0000000000E670C0
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86893] removed dtor for sample_instance 0000000000E65800
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86894] removed dtor for sample_instance 0000000000E66A00
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86896] removed dtor for sample_instance 0000000000E67540
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86896] removed dtor for sample_instance 0000000000E668E0
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86897] removed dtor for sample_instance 0000000000E66B20
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86898] removed dtor for sample_instance 0000000000E67300
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86899] removed dtor for sample_instance 0000000000E66220
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86900] removed dtor for sample_instance 0000000000E67660
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86901] removed dtor for sample_instance 0000000000E66FA0
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86902] removed dtor for sample_instance 0000000000E671E0
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86903] removed dtor for sample_instance 0000000000E666A0
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86904] removed dtor for sample_instance 0000000000E66580
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86905] removed dtor for sample_instance 0000000000E66460
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86907] removed dtor for sample_instance 0000000000E66340
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86908] removed dtor for sample_instance 0000000000E66100
